EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,DEGC
  58JH19961030,   75N,    85,  1,      7,19961108, 74.5500,  13.4505, 2192,    499.2,   2.0138,  34.9637,2,    305.6,2,     6.11,2,    12.93,2,     0.01,2,     0.88,2,    5.065,2,    2.569,2,    0.367,2,    6.354,2,   17.001,2, -999.000,9,-999.0000,9,  -999.00,9,   1.9854
  58JH19961030,   75N,    85,  1,      6,19961108, 74.5500,  13.4505, 2192,    798.8,  -0.2750,  34.8940,2,    303.0,2,     7.92,2,    13.87,2,     0.01,2,     0.95,2,    3.241,2,    1.547,2,    0.199,2,    4.604,2,   12.052,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.3074
  58JH19961030,   75N,    85,  1,      5,19961108, 74.5500,  13.4505, 2192,    997.3,  -0.5787,  34.8967,2,    301.2,2,     8.82,2,    14.03,2,     0.01,2,     0.96,2,    2.477,2,    1.155,2,    0.145,2,    3.832,2,    9.221,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6185
  58JH19961030,   75N,    85,  1,      4,19961108, 74.5500,  13.4505, 2192,   1199.0,  -0.6963,  34.9034,2,    297.3,2,     9.94,2,    14.29,2,     0.01,2,     0.98,2,    1.523,2,    0.698,2,    0.068,2,    2.830,2,    5.659,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.7451
  58JH19961030,   75N,    85,  1,      3,19961108, 74.5500,  13.4505, 2192,   1499.6,  -0.8300,  34.9073,2,    296.4,2,    11.16,2,    14.53,2,     0.01,2,     1.00,2,    0.831,2,    0.400,2,    0.032,2,    2.083,2,    3.128,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8935
  58JH19961030,   75N,    85,  1,      2,19961108, 74.5500,  13.4505, 2192,   1798.6,  -0.8953,  34.9078,2,    297.3,2,    11.72,2,    14.62,2,     0.01,2,     1.00,2,    0.647,2,    0.299,2,    0.018,2,    1.848,2,     2.42,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9753
  58JH19961030,   75N,    85,  1,      1,19961108, 74.5500,  13.4505, 2192,   2151.7,  -0.9175,  34.9075,2,    297.7,2,    12.21,2,    14.70,2,     0.02,2,     1.01,2,    0.624,2,    0.300,2,    0.021,2,    1.837,2,    2.361,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0194
  58JH19961030,   75N,    86,  1,     12,19961108, 74.5507,  15.0593, 1636,      9.6,   6.0945,  35.0722,2,    283.7,2,     3.34,2,     9.30,2,     0.04,2,     0.63,2,    4.538,2,    2.215,2,    0.334,2,    5.529,2,   12.144,2, -999.000,9,-999.0000,9,  -999.00,9,   6.0937
  58JH19961030,   75N,    86,  1,     11,19961108, 74.5507,  15.0593, 1636,     50.3,   6.0799,  35.0756,2,    285.5,2,     3.30,2,     9.24,2,     0.05,2,     0.63,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.0756
  58JH19961030,   75N,    86,  1,     10,19961108, 74.5507,  15.0593, 1636,    100.0,   6.0154,  35.1111,2,    283.7,2,     4.91,2,    11.61,2,     0.02,2,     0.80,2,    4.624,2,    2.439,2,    0.332,2,    4.857,2,   13.366,2, -999.000,9,-999.0000,9,  -999.00,9,   6.0068
  58JH19961030,   75N,    86,  1,      9,19961108, 74.5507,  15.0593, 1636,    149.1,   5.5908,  35.1055,2,    287.2,2,     5.33,2,    12.27,2,     0.01,2,     0.84,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.5785
  58JH19961030,   75N,    86,  1,      8,19961108, 74.5507,  15.0593, 1636,    197.9,   5.1028,  35.0947,2,    291.6,2,     5.46,2,    12.33,2,     0.01,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.0871
  58JH19961030,   75N,    86,  1,      7,19961108, 74.5507,  15.0593, 1636,    297.8,   4.0913,  35.0607,2,    297.7,2,     5.54,2,    12.58,2,     0.01,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.0699
  58JH19961030,   75N,    86,  1,      6,19961108, 74.5507,  15.0593, 1636,    500.9,   2.0392,  34.9580,2,    304.7,2,     6.14,2,    13.07,2,     0.01,2,     0.91,2,    5.115,2,    2.649,2,    0.378,2,    6.215,2,    15.93,2, -999.000,9,-999.0000,9,  -999.00,9,   2.0106
  58JH19961030,   75N,    86,  1,      5,19961108, 74.5507,  15.0593, 1636,    800.3,  -0.1813,  34.8967,2,    298.6,2,     8.10,2,    14.04,2,     0.01,2,     0.97,2,    5.074,2,    2.569,2,    0.369,2,    6.377,2,   17.383,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.2144
  58JH19961030,   75N,    86,  1,      4,19961108, 74.5507,  15.0593, 1636,    999.7,  -0.6167,  34.9022,2,    295.5,2,     9.72,2,    14.40,2,     0.01,2,     1.03,2,    3.017,2,    1.436,2,    0.179,2,    4.373,2,   11.654,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6563
  58JH19961030,   75N,    86,  1,      3,19961108, 74.5507,  15.0593, 1636,   1200.2,  -0.7513,  34.9063,2,    295.1,2,    10.81,2,    14.57,2,     0.01,2,     1.03,2,    1.701,2,    0.791,2,    0.083,2,    3.039,2,     6.54,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.7997
  58JH19961030,   75N,    86,  1,      2,19961108, 74.5507,  15.0593, 1636,   1497.5,  -0.9006,  34.9072,2,    296.0,2,    11.91,2,    14.72,2,     0.01,2,  -999.00,9,    1.014,2,    0.483,2,    0.039,2,    2.334,2,    4.016,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9631
  58JH19961030,   75N,    86,  1,      1,19961108, 74.5507,  15.0593, 1636,   1598.8,  -0.9333,  34.9074,2,    296.0,2,    12.59,2,    14.84,2,     0.01,2,     1.04,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0011
  58JH19961030,   75N,    87,  1,     12,19961108, 74.5012,  15.9940,  903,      9.9,   6.3911,  35.0844,2,    282.0,2,     3.30,2,     9.29,2,     0.02,2,     0.62,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3902
  58JH19961030,   75N,    87,  1,     11,19961108, 74.5012,  15.9940,  903,     29.5,   6.3953,  35.0844,2,    282.4,2,     3.31,2,     9.30,2,     0.02,2,     0.62,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3927
  58JH19961030,   75N,    87,  1,     10,19961108, 74.5012,  15.9940,  903,     50.7,   6.3960,  35.0843,2,    282.4,2,     3.30,2,     9.32,2,     0.02,2,     0.62,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3915
  58JH19961030,   75N,    87,  1,      9,19961108, 74.5012,  15.9940,  903,     74.5,   6.3983,  35.0844,2,    282.0,2,     3.30,2,     9.34,2,     0.02,2,     0.62,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3917
  58JH19961030,   75N,    87,  1,      8,19961108, 74.5012,  15.9940,  903,     99.7,   6.3967,  35.0843,2,    282.4,2,     3.33,2,     9.39,2,     0.02,2,     0.63,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3879
  58JH19961030,   75N,    87,  1,      7,19961108, 74.5012,  15.9940,  903,    150.9,   6.2067,  35.1169,2,    281.5,2,     4.76,2,    11.63,2,     0.01,2,     0.78,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.1935
  58JH19961030,   75N,    87,  1,      6,19961108, 74.5012,  15.9940,  903,    200.8,   5.6191,  35.1077,2,    286.8,2,     5.37,2,    12.36,2,     0.01,2,     0.84,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.6024
  58JH19961030,   75N,    87,  1,      5,19961108, 74.5012,  15.9940,  903,    298.9,   4.6037,  35.0666,2,    294.6,2,     5.51,2,    12.35,2,     0.01,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.5810
  58JH19961030,   75N,    87,  1,      4,19961108, 74.5012,  15.9940,  903,    399.9,   3.1001,  34.9950,2,    301.2,2,     5.61,2,    12.40,2,     0.01,2,     0.85,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.0742
  58JH19961030,   75N,    87,  1,      3,19961108, 74.5012,  15.9940,  903,    501.1,   2.7000,  34.9895,2,    301.6,2,     5.98,2,    12.71,2,     0.01,2,     0.88,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.6687
  58JH19961030,   75N,    87,  1,      2,19961108, 74.5012,  15.9940,  903,    596.6,   2.5199,  34.9808,2,    301.6,2,     6.07,2,    12.77,2,     0.01,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.4831
  58JH19961030,   75N,    87,  1,      1,19961108, 74.5012,  15.9940,  903,    852.0,   0.5109,  34.9204,2,    296.4,2,     8.42,2,    13.97,2,     0.01,2,     0.97,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.4704
  58JH19961030,   75N,    88,  1,     12,19961108, 74.5007,  16.6660,  198,     10.5,   2.0308,  34.4367,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.0303
  58JH19961030,   75N,    88,  1,      9,19961108, 74.5007,  16.6660,  198,     10.6,   2.1049,  34.4519,2,    314.8,2,     2.76,2,     6.32,2,     0.17,2,     0.54,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.1043
  58JH19961030,   75N,    88,  1,     10,19961108, 74.5007,  16.6660,  198,     11.0,   2.0672,  34.4441,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.0666
  58JH19961030,   75N,    88,  1,     11,19961108, 74.5007,  16.6660,  198,     11.1,   2.0291,  34.4368,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.0285
  58JH19961030,   75N,    88,  1,      8,19961108, 74.5007,  16.6660,  198,     20.4,   3.0352,  34.5999,2,    308.3,2,     2.96,2,     7.09,2,     0.14,2,     0.57,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.0340
  58JH19961030,   75N,    88,  1,      7,19961108, 74.5007,  16.6660,  198,     30.8,   3.4517,  34.6711,2,    305.2,2,     3.09,2,     7.59,2,     0.12,2,     0.58,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.4497
  58JH19961030,   75N,    88,  1,      6,19961108, 74.5007,  16.6660,  198,     50.2,   3.9543,  34.7649,2,    300.8,2,     3.22,2,     8.18,2,     0.10,2,     0.60,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.9509
  58JH19961030,   75N,    88,  1,      5,19961108, 74.5007,  16.6660,  198,     74.8,   4.8352,  34.9476,2,    296.4,2,     3.67,2,     9.45,2,     0.03,2,     0.64,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.8295
  58JH19961030,   75N,    88,  1,      4,19961108, 74.5007,  16.6660,  198,     99.9,   4.6988,  34.9486,2,    295.5,2,     3.94,2,     9.81,2,     0.03,2,     0.67,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.6913
  58JH19961030,   75N,    88,  1,      3,19961108, 74.5007,  16.6660,  198,    123.9,   4.2006,  34.9601,2,    294.7,2,     5.16,2,    11.45,2,     0.04,2,     0.80,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.1918
  58JH19961030,   75N,    88,  1,      2,19961108, 74.5007,  16.6660,  198,    149.0,   4.3968,  35.0509,2,    295.5,2,     5.53,2,    12.31,2,     0.01,2,     0.84,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.3859
  58JH19961030,   75N,    88,  1,      1,19961108, 74.5007,  16.6660,  198,    186.7,   3.8059,  35.0449,2,    299.9,2,     5.63,2,    12.51,2,     0.01,2,     0.84,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.7930
  58JH19961030,   75N,    89,  1,     12,19961108, 74.4975,  17.5850,  130,     12.0,   1.0444,  34.2628,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0439
  58JH19961030,   75N,    89,  1,      8,19961108, 74.4975,  17.5850,  130,     12.6,   1.0445,  34.2624,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0440
  58JH19961030,   75N,    89,  1,     10,19961108, 74.4975,  17.5850,  130,     12.6,   1.0449,  34.2626,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0444
  58JH19961030,   75N,    89,  1,     11,19961108, 74.4975,  17.5850,  130,     12.6,   1.0449,  34.2627,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0444
  58JH19961030,   75N,    89,  1,      7,19961108, 74.4975,  17.5850,  130,     12.7,   1.0435,  34.2623,2,    325.3,2,     2.41,2,     5.26,2,     0.21,2,     0.48,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0429
  58JH19961030,   75N,    89,  1,      9,19961108, 74.4975,  17.5850,  130,     12.8,   1.0435,  34.2626,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0429
  58JH19961030,   75N,    89,  1,      6,19961108, 74.4975,  17.5850,  130,     19.4,   1.0210,  34.2687,2,    324.5,2,     2.44,2,     5.34,2,     0.21,2,     0.48,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0202
  58JH19961030,   75N,    89,  1,      5,19961108, 74.4975,  17.5850,  130,     30.2,   1.1124,  34.2958,2,    324.5,2,     2.46,2,     5.42,2,     0.20,2,     0.48,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.1111
  58JH19961030,   75N,    89,  1,      4,19961108, 74.4975,  17.5850,  130,     51.4,   1.0417,  34.3294,2,    319.7,2,     2.94,2,     6.39,2,     0.14,2,     0.54,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0394
  58JH19961030,   75N,    89,  1,      3,19961108, 74.4975,  17.5850,  130,     73.3,   1.3892,  34.5175,2,    310.0,2,     4.00,2,     8.63,2,     0.10,2,     0.63,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.3857
  58JH19961030,   75N,    89,  1,      2,19961108, 74.4975,  17.5850,  130,     98.8,   3.1261,  34.8515,2,    297.3,2,     5.48,2,    11.26,2,     0.04,2,     0.79,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.1199
  58JH19961030,   75N,    89,  1,      1,19961108, 74.4975,  17.5850,  130,    122.2,   3.2646,  34.9126,2,    296.0,2,     5.91,2,    11.92,2,     0.03,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.2568
  58JH19961030,   75N,    90,  1,     10,19961109, 74.5000,  18.5058,   60,      8.4,   0.8800,  34.1087,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8796
  58JH19961030,   75N,    90,  1,     11,19961109, 74.5000,  18.5058,   60,      8.4,   0.8795,  34.1087,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8791
  58JH19961030,   75N,    90,  1,     12,19961109, 74.5000,  18.5058,   60,      8.4,   0.8795,  34.1088,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8791
  58JH19961030,   75N,    90,  1,      6,19961109, 74.5000,  18.5058,   60,      8.5,   0.8797,  34.1083,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8793
  58JH19961030,   75N,    90,  1,      7,19961109, 74.5000,  18.5058,   60,      8.5,   0.8787,  34.1084,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8783
  58JH19961030,   75N,    90,  1,      9,19961109, 74.5000,  18.5058,   60,      8.6,   0.8796,  34.1085,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8792
  58JH19961030,   75N,    90,  1,      5,19961109, 74.5000,  18.5058,   60,      8.7,   0.8796,  34.1083,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8792
  58JH19961030,   75N,    90,  1,      8,19961109, 74.5000,  18.5058,   60,      8.8,   0.8802,  34.1084,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8798
  58JH19961030,   75N,    90,  1,      4,19961109, 74.5000,  18.5058,   60,      9.5,   0.8791,  34.1080,2,    324.9,2,     2.61,2,     4.38,2,     0.23,2,     0.48,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8787
  58JH19961030,   75N,    90,  1,      3,19961109, 74.5000,  18.5058,   60,     19.1,   0.8804,  34.1086,2,    325.4,2,     2.61,2,     4.38,2,     0.23,2,     0.49,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8796
  58JH19961030,   75N,    90,  1,      2,19961109, 74.5000,  18.5058,   60,     31.4,   0.8842,  34.1096,2,    324.9,2,     2.63,2,     4.42,2,     0.23,2,     0.49,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8829
  58JH19961030,   75N,    90,  1,      1,19961109, 74.5000,  18.5058,   60,     52.1,   0.9005,  34.1146,2,    324.9,2,     2.63,2,     4.45,2,     0.23,2,     0.49,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8983
END_DATA
