EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DELC13,DELC13_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,O/OO,,DEGC
  58GS20030922,WedSea,   190,  1,     17,3,20031001, 69.2435,  -6.7722, 2460,    300.0,   2.0567,  34.9420,3,    308.1,3,     5.01,3,    12.26,3,     0.77,3,    6.240,3,    3.250,3,   2151.2,3,   2295.8,3,  -999.00,9,   2.0401
  58GS20030922,WedSea,   190,  1,     18,2,20031001, 69.2435,  -6.7722, 2460,    199.0,   3.9091,  35.0490,2,    298.6,2,     5.21,2,    12.70,2,     0.79,2,    5.570,2,    2.980,2,   -999.0,9,   -999.0,9,  -999.00,9,   3.8952
  58GS20030922,WedSea,   190,  1,     19,2,20031001, 69.2435,  -6.7722, 2460,    101.0,   5.2933,  35.0220,2,    292.8,2,     5.15,2,    12.09,2,     0.76,2,    5.220,2,    3.030,2,   2140.0,2,   2304.4,2,  -999.00,9,   5.2852
  58GS20030922,WedSea,   190,  1,     20,2,20031001, 69.2435,  -6.7722, 2460,     59.0,   7.9409,  35.0780,2,    285.3,2,     2.93,2,     8.81,2,     0.56,2,    4.720,2,    2.890,2,   2117.4,2,   2308.2,2,  -999.00,9,   7.9350
  58GS20030922,WedSea,   190,  1,     21,2,20031001, 69.2435,  -6.7722, 2460,     40.0,   7.9787,  35.0650,2,    287.4,2,     1.18,2,     5.60,2,     0.39,2,    4.560,2,    2.910,2,   2099.1,2,   2309.7,2,  -999.00,9,   7.9747
  58GS20030922,WedSea,   190,  1,     22,2,20031001, 69.2435,  -6.7722, 2460,     18.0,   7.9786,  35.0640,2,    287.7,2,     1.14,2,     5.52,2,     0.37,2,    4.510,2,    3.000,2,   2096.7,2,   2310.0,2,  -999.00,9,   7.9768
  58GS20030922,WedSea,   190,  1,     23,2,20031001, 69.2435,  -6.7722, 2460,     11.0,   7.9780,  35.0640,2,    287.6,2,     1.14,2,     5.44,2,     0.36,2,    4.460,2,    2.840,2,   2096.0,2,   2310.1,2,  -999.00,9,   7.9769
  58GS20030922,WedSea,   191,  1,      2,2,20031001, 68.6672,  -9.2422, 1773,   1765.0,  -0.8053,  34.9080,2,    297.2,2,    11.96,2,    14.74,2,     0.93,2,    1.130,2,    0.590,2,   2160.3,2,   2301.7,2,     1.02,2,  -0.8845
  58GS20030922,WedSea,   191,  1,      3,2,20031001, 68.6672,  -9.2422, 1773,   1598.0,  -0.7934,  34.9070,2,    300.9,2,    11.32,2,    14.65,2,     0.93,2,    1.300,2,    0.770,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8629
  58GS20030922,WedSea,   191,  1,      4,2,20031001, 68.6672,  -9.2422, 1773,   1400.0,  -0.7615,  34.9050,2,    303.7,2,    10.61,2,    14.56,2,     0.93,2,    1.690,2,    0.880,2,   2157.4,2,   2297.9,2,     1.29,2,  -0.8203
  58GS20030922,WedSea,   191,  1,      5,2,20031001, 68.6672,  -9.2422, 1773,   1299.0,  -0.7550,  34.9040,2,    305.0,2,    10.29,2,    14.38,2,     0.92,2,    1.810,2,    0.970,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8084
  58GS20030922,WedSea,   191,  1,      6,2,20031001, 68.6672,  -9.2422, 1773,   1199.0,  -0.7272,  34.9030,2,    305.4,2,     9.90,2,    14.38,2,     0.91,2,    2.020,2,    1.060,2,   -999.0,9,   2297.6,2,     1.08,2,  -0.7757
  58GS20030922,WedSea,   191,  1,      7,2,20031001, 68.6672,  -9.2422, 1773,   1000.0,  -0.6828,  34.9000,2,    307.6,2,     9.44,2,    14.29,2,     0.91,2,    2.390,2,    1.240,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.7218
  58GS20030922,WedSea,   191,  1,      8,2,20031001, 68.6672,  -9.2422, 1773,    800.0,  -0.5245,  34.8960,2,    310.7,2,     7.99,2,    13.84,2,     0.89,2,    3.150,2,    1.970,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.5553
  58GS20030922,WedSea,   191,  1,      9,2,20031001, 68.6672,  -9.2422, 1773,    700.0,  -0.4327,  34.8930,2,    309.0,2,     7.84,2,    13.84,2,     0.89,2,    3.660,2,    1.940,2,   2158.7,2,   2296.8,2,     1.18,2,  -0.4596
  58GS20030922,WedSea,   191,  1,     10,2,20031001, 68.6672,  -9.2422, 1773,    599.0,  -0.3070,  34.8930,2,    309.5,2,     7.39,2,    13.75,2,     0.88,2,    4.070,2,    2.160,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3301
  58GS20030922,WedSea,   191,  1,     11,2,20031001, 68.6672,  -9.2422, 1773,    500.0,  -0.1056,  34.8920,2,    309.9,2,     7.03,2,    13.67,2,     0.86,2,    4.200,2,    2.270,2,   2157.3,2,   2294.8,2,     1.10,2,  -0.1252
  58GS20030922,WedSea,   191,  1,     12,2,20031001, 68.6672,  -9.2422, 1773,    387.0,   0.2183,  34.8870,2,    311.1,2,     6.44,2,    13.48,2,     0.85,2, -999.000,9,    2.670,2,   -999.0,9,   -999.0,9,  -999.00,9,   0.2024
  58GS20030922,WedSea,   191,  1,     13,2,20031001, 68.6672,  -9.2422, 1773,    299.0,   0.9058,  34.9030,2,    308.7,2,     5.94,2,    13.39,2,     0.84,2,    5.010,2,    2.880,2,   2155.9,2,   2295.0,2,  -999.00,9,   0.8921
  58GS20030922,WedSea,   191,  1,     14,2,20031001, 68.6672,  -9.2422, 1773,    205.0,   1.7671,  34.9250,2,    311.2,2,     5.08,2,    12.61,2,     0.77,2,    6.310,2,    3.250,2,   -999.0,9,   -999.0,9,  -999.00,9,   1.7564
  58GS20030922,WedSea,   191,  1,     15,2,20031001, 68.6672,  -9.2422, 1773,    100.0,   3.3512,  34.9730,2,    305.1,2,     4.31,2,    12.01,2,     0.76,2,    6.420,2,    3.170,2,   2144.2,2,   2299.4,2,  -999.00,9,   3.3448
  58GS20030922,WedSea,   191,  1,     16,2,20031001, 68.6672,  -9.2422, 1773,     79.0,   3.3543,  34.9340,2,    307.5,2,     4.31,2,    12.01,2,     0.76,2,    6.230,2,    3.070,2,   2141.7,2,   2301.2,2,     1.07,2,   3.3492
  58GS20030922,WedSea,   191,  1,     17,2,20031001, 68.6672,  -9.2422, 1773,     59.0,   4.6927,  34.7370,2,    307.4,2,     3.28,2,    10.48,2,     0.67,2,    6.380,2,    3.240,2,   2132.8,2,   2301.2,2,     1.28,2,   4.6883
  58GS20030922,WedSea,   191,  1,     18,2,20031001, 68.6672,  -9.2422, 1773,     29.0,   6.1988,  34.7130,2,    300.6,2,     0.82,2,     2.99,2,     0.29,2,    5.200,2,    2.920,2,   2089.1,2,   2293.1,2,     1.66,2,   6.1963
  58GS20030922,WedSea,   191,  1,     19,2,20031001, 68.6672,  -9.2422, 1773,     20.0,   6.2119,  34.7120,2,    300.4,2,     0.75,2,     2.83,2,     0.27,2,    5.230,2,    2.930,2,   -999.0,9,   2292.3,2,     1.86,2,   6.2102
  58GS20030922,WedSea,   191,  1,     20,2,20031001, 68.6672,  -9.2422, 1773,     10.0,   6.2127,  34.7120,2,    300.3,2,     0.75,2,     2.74,2,     0.26,2,    5.170,2,    2.940,2,   -999.0,9,   2292.4,2,     1.84,2,   6.2118
  58GS20030922,WedSea,   192,  1,      2,2,20031007, 62.8542, -17.9788, 1004,   1001.0,   5.1050,  35.0650,2,    273.3,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,   5.0199
  58GS20030922,WedSea,   192,  1,      3,2,20031007, 62.8542, -17.9788, 1004,    501.0,   8.0907,  35.2240,2,    261.3,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,   8.0385
  58GS20030922,WedSea,   193,  1,      2,2,20031007, 62.8498, -17.9537, 1109,   1102.0,   4.9985,  35.0550,2,    276.5,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,   4.9049
  58GS20030922,WedSea,   194,  1,      2,2,20031007, 62.8366, -17.8577, 1210,   1203.0,   4.9131,  35.0590,2,    275.7,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,   4.8108
  58GS20030922,WedSea,   195,  1,      2,2,20031007, 62.8328, -17.8355, 1243,   1239.0,   4.7336,  35.0500,2,    273.9,2,     8.07,2,    14.74,2,     0.98,2,    3.820,2,    2.220,2,   2160.6,2,   2310.4,2,     1.05,2,   4.6296
  58GS20030922,WedSea,   195,  1,      3,2,20031007, 62.8328, -17.8355, 1243,   1239.0,   4.7336,  35.0500,2,    273.9,2,     8.07,2,    14.74,2,     0.98,2,    3.780,2, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,   4.6296
  58GS20030922,WedSea,   195,  1,      4,2,20031007, 62.8328, -17.8355, 1243,   1239.0,   4.7336,  35.0500,2,    273.9,2,     8.07,2,    14.83,2,     0.99,2,    3.820,2,    2.270,2,   2160.3,2,   2310.6,2,     1.05,2,   4.6296
  58GS20030922,WedSea,   195,  1,      5,2,20031007, 62.8328, -17.8355, 1243,   1238.0,   4.7322,  35.0510,2,    273.9,2,     8.00,2,    14.83,2,     0.98,2,    3.750,2,    2.270,2,   -999.0,9,   -999.0,9,  -999.00,9,   4.6283
  58GS20030922,WedSea,   195,  1,      6,2,20031007, 62.8328, -17.8355, 1243,   1238.0,   4.7322,  35.0510,2,    273.9,2,     8.07,2,    14.83,2,     0.98,2,    3.800,2,    2.280,2,   2160.7,2,   2311.6,2,     1.05,2,   4.6283
  58GS20030922,WedSea,   195,  1,      7,2,20031007, 62.8328, -17.8355, 1243,   1206.0,   4.7796,  35.0500,2,    275.0,2,     7.78,2,    14.74,2,     0.96,2,    4.110,2,    2.390,2,   -999.0,9,   -999.0,9,  -999.00,9,   4.6783
  58GS20030922,WedSea,   195,  1,      8,2,20031007, 62.8328, -17.8355, 1243,   1195.0,   4.8052,  35.0480,2,    275.3,2,     7.78,2,    14.65,2,     0.97,2,    4.070,2,    2.510,2,   -999.0,9,   -999.0,9,  -999.00,9,   4.7047
  58GS20030922,WedSea,   195,  1,      9,2,20031007, 62.8328, -17.8355, 1243,   1177.0,   4.8478,  35.0480,2,    276.1,2,     7.71,2,    14.56,2,     0.98,2,    4.210,2,    2.510,2,   2159.2,2,   2310.7,2,     1.07,2,   4.7485
  58GS20030922,WedSea,   195,  1,     10,2,20031007, 62.8328, -17.8355, 1243,   1153.0,   4.8999,  35.0480,2,    275.1,2,     7.78,2,    14.56,2,     0.97,2,    4.150,2,    2.350,2,   -999.0,9,   -999.0,9,  -999.00,9,   4.8024
  58GS20030922,WedSea,   195,  1,     11,2,20031007, 62.8328, -17.8355, 1243,   1099.0,   5.0558,  35.0620,2,    273.6,2,     7.78,2,    14.65,2,     0.97,2,    4.160,2,    2.350,2,   2158.8,2,   2309.7,2,     1.01,2,   4.9620
  58GS20030922,WedSea,   195,  1,     12,2,20031007, 62.8328, -17.8355, 1243,   1039.0,   5.1329,  35.0660,2,    273.0,2,     7.71,2,    14.74,2,     0.97,2,    4.170,2,    2.300,2,   -999.0,9,   -999.0,9,  -999.00,9,   5.0440
  58GS20030922,WedSea,   195,  1,     13,2,20031007, 62.8328, -17.8355, 1243,   1000.0,   5.2152,  35.0700,2,    272.2,2,     7.63,2,    14.74,2,     0.97,2,    4.140,2,    2.380,2,   2159.5,2,   2312.4,2,     0.98,2,   5.1293
  58GS20030922,WedSea,   195,  1,     14,2,20031007, 62.8328, -17.8355, 1243,    800.0,   5.8337,  35.0910,2,    267.9,2,     7.52,2,    14.83,2,     0.97,2,    4.030,2,    2.320,2,   -999.0,9,   -999.0,9,  -999.00,9,   5.7624
  58GS20030922,WedSea,   195,  1,     15,2,20031007, 62.8328, -17.8355, 1243,    700.0,   7.1578,  35.1760,2,    247.4,2,     8.23,2,    15.76,2,     1.02,2,    3.280,2,    1.930,2,   2162.0,2,   2317.7,2,     0.97,2,   7.0888
  58GS20030922,WedSea,   195,  1,     16,2,20031007, 62.8328, -17.8355, 1243,    500.0,   8.2903,  35.2380,2,    261.7,2,     6.48,2,    14.24,2,     0.94,2,    3.720,2,    2.290,2,   -999.0,9,   -999.0,9,  -999.00,9,   8.2374
  58GS20030922,WedSea,   195,  1,     17,2,20031007, 62.8328, -17.8355, 1243,    400.0,   8.5738,  35.2620,2,    263.4,2,     5.81,2,    13.47,2,     0.88,2,    3.940,2,    2.660,2,   2146.1,2,   2320.6,2,     1.00,2,   8.5309
  58GS20030922,WedSea,   195,  1,     18,2,20031007, 62.8328, -17.8355, 1243,    200.0,   9.0328,  35.2960,2,    262.0,2,     5.14,2,    12.93,2,     0.84,2,    3.940,2,    2.490,2,   -999.0,9,   -999.0,9,  -999.00,9,   9.0109
  58GS20030922,WedSea,   195,  1,     19,2,20031007, 62.8328, -17.8355, 1243,     99.0,   9.2633,  35.2970,2,    259.4,2,     4.66,2,    12.76,2,     0.83,2,    3.940,2,    2.610,2,   2142.4,2,   2321.3,2,     1.08,2,   9.2524
  58GS20030922,WedSea,   195,  1,     20,2,20031007, 62.8328, -17.8355, 1243,     78.0,   9.6223,  35.2750,2,    265.6,2,     4.18,2,    12.49,2,     0.82,2,    3.890,2,    2.510,2,   2140.3,2,   2320.1,2,     1.09,2,   9.6135
  58GS20030922,WedSea,   195,  1,     21,2,20031007, 62.8328, -17.8355, 1243,     29.0,  10.0168,  35.2680,2,    267.5,2,     1.71,2,     7.47,2,     0.51,2,    3.800,2,    2.710,2,   2108.1,2,   2318.4,2,  -999.00,9,  10.0134
  58GS20030922,WedSea,   195,  1,     22,2,20031007, 62.8328, -17.8355, 1243,      9.0,  10.0144,  35.2670,2,    266.6,2,     1.73,2,     7.64,2,     0.51,2,    3.890,2,    2.620,2,   2108.2,2,   2318.5,2,     1.09,2,  10.0134
  58GS20030922,WedSea,   196,  1,      2,2,20031007, 62.8257, -17.8020, 1307,   1300.0,   4.5422,  35.0320,2,    261.0,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,   4.4345
  58GS20030922,WedSea,   197,  1,      2,2,20031007, 62.8342, -17.8592, 1202,   1211.0,   4.9306,  35.0550,2,    273.3,2,     7.92,2,    14.83,2,     0.96,2,    4.000,2,    2.320,2,   2159.3,2,   2308.2,2,  -999.00,9,   4.8274
  58GS20030922,WedSea,   197,  1,      3,2,20031007, 62.8342, -17.8592, 1202,   1180.0,   4.9544,  35.0550,2,    273.6,2,     7.86,2,    14.83,2,     0.96,2,    4.080,2,    2.430,2,   -999.0,9,   -999.0,9,  -999.00,9,   4.8539
  58GS20030922,WedSea,   197,  1,      4,2,20031007, 62.8342, -17.8592, 1202,   1159.0,   5.0038,  35.0580,2,    273.2,2,     7.86,2,    14.83,2,     0.96,2,    4.120,2,    2.480,2,   -999.0,9,   -999.0,9,  -999.00,9,   4.9048
  58GS20030922,WedSea,   197,  1,      5,2,20031007, 62.8342, -17.8592, 1202,   1139.0,   5.0647,  35.0610,2,    273.0,2,     7.86,2,    14.92,2,     0.98,2,    4.040,2,    2.500,2,   -999.0,9,   -999.0,9,  -999.00,9,   4.9671
  58GS20030922,WedSea,   197,  1,      6,2,20031007, 62.8342, -17.8592, 1202,   1119.0,   5.1295,  35.0650,2,    272.6,2,     7.86,2,    14.83,2,     0.96,2,    4.030,2,    2.530,2,   2158.5,2,   2310.9,2,  -999.00,9,   5.0332
  58GS20030922,WedSea,   197,  1,      7,2,20031007, 62.8342, -17.8592, 1202,   1097.0,   5.1432,  35.0670,2,    272.4,2,     7.86,2,    14.83,2,     0.96,2,    4.010,2,    2.470,2,   -999.0,9,   -999.0,9,  -999.00,9,   5.0488
  58GS20030922,WedSea,   197,  1,      8,2,20031007, 62.8342, -17.8592, 1202,   1068.0,   5.1502,  35.0670,2,    272.2,2,     7.86,2,    14.92,2,     0.96,2,    4.060,2,    2.560,2,   -999.0,9,   -999.0,9,  -999.00,9,   5.0585
  58GS20030922,WedSea,   197,  1,      9,2,20031007, 62.8342, -17.8592, 1202,   1039.0,   5.1948,  35.0700,2,    272.0,2,     7.82,2,    14.83,2,     0.96,2,    4.000,2,    2.520,2,   2159.5,2,   2311.9,2,  -999.00,9,   5.1055
  58GS20030922,WedSea,   197,  1,     10,2,20031007, 62.8342, -17.8592, 1202,   1011.0,   5.2541,  35.0720,2,    271.6,2,     7.78,2,    14.83,2,     0.96,2,    3.980,2,    2.480,2,   -999.0,9,   -999.0,9,  -999.00,9,   5.1669
  58GS20030922,WedSea,   197,  1,     11,2,20031007, 62.8342, -17.8592, 1202,    980.0,   5.2562,  35.0720,2,    271.8,2,     7.86,2,    14.83,2,     0.96,2,    3.990,2,    2.520,2,   2160.1,2,   2312.0,2,  -999.00,9,   5.1719
  58GS20030922,WedSea,   197,  1,     12,2,20031007, 62.8342, -17.8592, 1202,    799.0,   5.8354,  35.0900,2,    266.5,2,     7.63,2,    14.92,2,     0.97,2,    4.040,2,    2.400,2,   2157.7,2,   2312.1,2,  -999.00,9,   5.7642
  58GS20030922,WedSea,   197,  1,     13,2,20031007, 62.8342, -17.8592, 1202,    697.0,   7.2160,  35.1780,2,    246.9,2,     8.37,2,    16.14,2,     1.03,2,    3.390,2,    2.120,2,   2158.9,2,   2316.8,2,  -999.00,9,   7.1470
  58GS20030922,WedSea,   197,  1,     14,2,20031007, 62.8342, -17.8592, 1202,    596.0,   7.9533,  35.2140,2,    249.5,2,     7.63,2,    15.67,2,     0.99,2,    3.530,2,    2.110,2,   2154.0,2,   2318.5,2,  -999.00,9,   7.8914
  58GS20030922,WedSea,   197,  1,     15,2,20031007, 62.8342, -17.8592, 1202,    496.0,   8.3856,  35.2450,2,    263.4,2,     6.40,2,    14.19,2,     0.90,2,    3.880,2,    2.370,2,   2146.1,2,   2319.5,2,  -999.00,9,   8.3328
  58GS20030922,WedSea,   197,  1,     16,2,20031007, 62.8342, -17.8592, 1202,    398.0,   8.5773,  35.2630,2,    262.5,2,     6.05,2,    13.83,2,     0.88,2,    3.980,2,    2.470,2,   -999.0,9,   -999.0,9,  -999.00,9,   8.5346
  58GS20030922,WedSea,   197,  1,     17,2,20031007, 62.8342, -17.8592, 1202,    297.0,   8.6957,  35.2660,2,    264.3,2,     5.84,2,    13.69,2,     0.86,2,    4.040,2,    2.510,2,   -999.0,9,   -999.0,9,  -999.00,9,   8.6638
  58GS20030922,WedSea,   197,  1,     18,2,20031007, 62.8342, -17.8592, 1202,    101.0,   9.2786,  35.2990,2,    258.3,2,     4.73,2,    12.84,2,     0.83,2,    4.040,2,    2.460,2,   2142.4,2,   2321.2,2,  -999.00,9,   9.2674
  58GS20030922,WedSea,   197,  1,     19,2,20031007, 62.8342, -17.8592, 1202,     60.0,  10.0220,  35.2630,2,    266.9,2,     2.58,2,     7.97,2,     0.53,2,    3.960,2,    2.540,2,   2108.2,2,   2317.9,2,  -999.00,9,  10.0151
  58GS20030922,WedSea,   197,  1,     20,2,20031007, 62.8342, -17.8592, 1202,     30.0,   9.8769,  35.1730,2,    270.3,2,     1.64,2,     6.31,2,     0.42,2,    3.990,2,    2.440,2,   2092.9,2,   2311.6,2,  -999.00,9,   9.8735
  58GS20030922,WedSea,   197,  1,     21,2,20031007, 62.8342, -17.8592, 1202,     11.0,   9.7980,  35.1240,2,    270.6,2,     1.68,2,     6.31,2,     0.43,2,    3.950,2,    2.440,2,   2094.3,2,   2312.0,2,  -999.00,9,   9.7967
  58GS20030922,WedSea,   198,  1,      2,2,20031009, 61.1226,  -8.1837,  110,    108.0,  10.5028,  35.3220,2,    258.4,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  10.4899
  58GS20030922,WedSea,   199,  1,      2,2,20031009, 61.2190,  -8.0637,  494,    492.0,   8.4241,  35.2670,2,    251.2,3,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,   8.3716
  58GS20030922,WedSea,   200,  1,      2,2,20031009, 61.2512,  -8.0150,  810,    806.0,  -0.6139,  34.9050,2,    300.6,2,    10.07,2,    14.63,2,     0.99,2,    2.250,2,    1.220,2,   -999.0,9,   2305.8,2,     0.99,2,  -0.6444
  58GS20030922,WedSea,   200,  1,      3,2,20031009, 61.2512,  -8.0150,  810,    779.0,  -0.6157,  34.9060,2,    300.6,2,    10.07,2,    14.54,2,     0.99,2,    2.250,2,    1.280,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.6450
  58GS20030922,WedSea,   200,  1,      4,2,20031009, 61.2512,  -8.0150,  810,    758.0,  -0.6165,  34.9060,2,    300.7,2,    10.11,2,    15.01,2,     0.99,2,    2.290,2,    1.270,2,   -999.0,9,   2300.4,2,     1.00,2,  -0.6448
  58GS20030922,WedSea,   200,  1,      5,2,20031009, 61.2512,  -8.0150,  810,    740.0,  -0.6136,  34.9060,2,    300.7,2,    10.15,2,    14.54,2,     0.98,2,    2.250,2,    1.230,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.6412
  58GS20030922,WedSea,   200,  1,      6,2,20031009, 61.2512,  -8.0150,  810,    721.0,  -0.6125,  34.9060,2,    300.8,2,    10.15,2,    14.54,2,     0.98,2,    2.260,2,    1.400,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.6392
  58GS20030922,WedSea,   200,  1,      7,2,20031009, 61.2512,  -8.0150,  810,    700.0,  -0.5279,  34.9060,2,    301.0,2,    10.00,2,    14.45,2,     0.98,2,    2.380,2,    1.260,2,   -999.0,9,   2301.3,2,     1.10,2,  -0.5542
  58GS20030922,WedSea,   200,  1,      8,2,20031009, 61.2512,  -8.0150,  810,    668.0,   2.2498,  34.9850,2,    294.1,2,     7.13,2,    13.79,2,     0.92,2,    4.110,2,    2.160,2,   -999.0,9,   -999.0,9,  -999.00,9,   2.2096
  58GS20030922,WedSea,   200,  1,      9,2,20031009, 61.2512,  -8.0150,  810,    642.0,   3.5133,  35.0320,2,    288.8,2,     6.67,2,    13.61,2,     0.91,2,    4.320,2,    2.400,2,   -999.0,9,   -999.0,9,  -999.00,9,   3.4683
  58GS20030922,WedSea,   200,  1,     10,2,20031009, 61.2512,  -8.0150,  810,    602.0,   5.7466,  35.1370,2,    277.9,2,     6.13,2,    13.33,2,     0.88,2,    4.190,2,    2.670,2,   -999.0,9,   2312.0,2,  -999.00,9,   5.6941
  58GS20030922,WedSea,   200,  1,     11,2,20031009, 61.2512,  -8.0150,  810,    502.0,   8.6686,  35.2730,2,    260.3,2,     5.99,2,    13.52,2,     0.88,2,    3.890,2,    2.640,2,   -999.0,9,   2317.8,2,     0.99,2,   8.6141
  58GS20030922,WedSea,   200,  1,     12,2,20031009, 61.2512,  -8.0150,  810,    400.0,   9.0416,  35.3030,2,    262.9,2,     5.37,2,    12.87,2,     0.84,2,    4.010,2,    2.580,2,   -999.0,9,   -999.0,9,  -999.00,9,   8.9973
  58GS20030922,WedSea,   200,  1,     13,2,20031009, 61.2512,  -8.0150,  810,    302.0,   9.3275,  35.3310,2,    262.4,2,     4.68,2,    12.33,2,     0.80,2,    4.040,2,    2.700,2,   -999.0,9,   2322.2,2,  -999.00,9,   9.2936
  58GS20030922,WedSea,   200,  1,     14,2,20031009, 61.2512,  -8.0150,  810,    101.0,  10.3203,  35.2830,2,    264.4,2,     2.51,2,     8.48,2,     0.60,2,    3.990,2,    2.440,2,   -999.0,9,   2320.2,2,     1.19,2,  10.3084
  58GS20030922,WedSea,   200,  1,     15,2,20031009, 61.2512,  -8.0150,  810,     61.0,  10.5388,  35.2840,2,    263.5,2,     1.96,2,     7.30,2,     0.53,2,    3.890,2,    2.320,2,   -999.0,9,   2328.3,3,     1.12,2,  10.5315
  58GS20030922,WedSea,   200,  1,     16,2,20031009, 61.2512,  -8.0150,  810,     31.0,  10.6801,  35.2840,2,    263.5,2,     1.83,2,     6.96,2,     0.50,2,    3.870,2,    2.260,2,   -999.0,9,   2320.6,2,     1.14,2,  10.6764
  58GS20030922,WedSea,   200,  1,     17,2,20031009, 61.2512,  -8.0150,  810,     10.0,  10.6845,  35.2840,2,    262.5,2,     1.83,2,     6.96,2,     0.50,2,    3.880,2,    2.430,2,   -999.0,9,   2319.9,2,     1.30,2,  10.6833
  58GS20030922,WedSea,   201,  1,      2,2,20031009, 61.2693,  -7.9964,  869,    867.0,  -0.5920,  34.9030,2,    301.2,2,    10.00,2,    14.54,2,     0.96,2,    2.490,2,    1.390,2,   -999.0,9,   2301.4,2,  -999.00,9,  -0.6254
  58GS20030922,WedSea,   201,  1,      3,2,20031009, 61.2693,  -7.9964,  869,    839.0,  -0.5931,  34.9020,2,    301.2,2,    10.00,2,    14.54,2,     0.96,2,    2.460,2,    1.410,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.6252
  58GS20030922,WedSea,   201,  1,      4,2,20031009, 61.2693,  -7.9964,  869,    818.0,  -0.5793,  34.9040,2,    300.8,2,    10.07,2,    14.63,2,     0.97,2,    2.520,2,    1.410,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.6106
  58GS20030922,WedSea,   201,  1,      5,2,20031009, 61.2693,  -7.9964,  869,    800.0,  -0.5723,  34.9050,2,    300.8,2,    10.15,2,    14.73,2,     0.97,2,    2.460,2,    1.420,2,   -999.0,9,   2300.5,2,  -999.00,9,  -0.6028
  58GS20030922,WedSea,   201,  1,      6,2,20031009, 61.2693,  -7.9964,  869,    781.0,  -0.5720,  34.9050,2,    300.6,2,    10.18,2,    14.63,2,     0.97,2,    2.410,2,    1.410,2,   -999.0,9,   -999.0,9,     1.18,2,  -0.6017
  58GS20030922,WedSea,   201,  1,      7,2,20031009, 61.2693,  -7.9964,  869,    760.0,  -0.5464,  34.9070,2,    300.7,2,    10.07,2,    14.54,2,     0.97,2,    2.390,2,    1.380,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.5753
  58GS20030922,WedSea,   201,  1,      8,2,20031009, 61.2693,  -7.9964,  869,    740.0,  -0.1357,  34.9180,2,    300.5,2,     9.79,2,    14.54,2,     0.96,2,    2.470,2, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.1662
  58GS20030922,WedSea,   201,  1,      9,2,20031009, 61.2693,  -7.9964,  869,    720.0,   0.3095,  34.9160,2,    301.3,2,     8.17,2,    14.26,2,     0.96,2,    3.650,2,    2.090,2,   -999.0,9,   2300.7,2,     1.13,2,   0.2773
  58GS20030922,WedSea,   201,  1,     10,2,20031009, 61.2693,  -7.9964,  869,    700.0,   0.3786,  34.9130,2,    301.7,2,     8.02,2,    14.16,2,     0.94,2,    3.690,2,    2.140,2,   -999.0,9,   -999.0,9,  -999.00,9,   0.3470
  58GS20030922,WedSea,   201,  1,     11,2,20031009, 61.2693,  -7.9964,  869,    668.0,   2.1334,  34.9760,2,    295.0,2,     7.27,2,    13.98,2,     0.92,2,    3.730,2,    2.350,2,   -999.0,9,   2302.8,2,     1.06,2,   2.0939
