BOTTLE,20150522PRINUNIVRMK
# Data source: S.Lauvset 3/18/14 
# SHIP: G. O. Sars 
# Region: Greenland Sea and Norwegian Sea 
# EXPOCODE: 58GS20130717 
# DATES: July 17-July 30 2013 
# Chief Scientist: Siv K. Lauvset 
# 83 stations with 12 place Rosette. 46 with chemistry sampling; the remaining CTD profiling only.; 
# Note that the ship gives a new cruise number to every CTD cast even when they are at the same position 
# This cruise was financed by the E.U. funded CarboChange program 
# Hydro: Who - ; Status -  
#       Notes: CTD_Salt problematic 
#       CTDSAL; Who Siv K. Lauvset ; Status: final 
#       Notes: Very few bottle samples for salinity.  The ctdsalinity looks to be a bit high, but this is a very dynamic reg
# Oxygen: Who: Mirjam Glessmer; Status: Only CTD data 
#       Notes: Instrument failure.  The CTD values for oxygen seems to be 10% low when compared to historical data  
#               (even accounting for the observed oxygen trend in the region).  This bias is depth independent 
# Nutrients: Who Linda Fonnes (IMR); Status: final 
#       Notes: Sampled onboard, poisoned with chloroform, refrigerated, analysed on land.
#       PO4 seems to be high by 10% compared to historical cruises.  
# TCO2: Who Siv K. Lauvset ; Status: final 
#       Notes: We used the ctdsal when analysing TCO2 onboard and have not corrected the measurements for the -0.002 correct
#               applied to the ctdsal after the cruise 
# TA: Who: Siv K. Lauvset ; Status: final 
#       Notes: See TCO2 
# CFC: Who: Emil Jeansson ; Status: no data 
#       Notes: Instrument failure 
# C14: Who R.Key&A.McNichol; Status: final 
#       Notes: Sampled onbard,  poisoned with HgCl2
# C13: Who Dominic Clement, Marie Eide, Benjamin Pfeil, Jerry Tjiputra (water sampling), Are Olsen; Status: final
#       Notes: Sampled onboard, poisoned with HgCl2, analysed on land
# Other:  
EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,/MILLE,,/MILLE,/MILLE,
  58GS20130717,   75N,280,1,1,2,20130720,641,75,-12,1680,1670,-0.742,34.918,2,275.5,2,11.98,2,14.61,2,0.02,2,1.08,2,2163.7,2,2300.2,2,-999,9,-999,1.08,2
  58GS20130717,   75N,280,1,2,2,20130720,641,75,-12,1680,1670,-0.742,34.918,2,275,2,11.99,2,14.66,2,0.04,2,1.13,2,2165.3,2,2299.4,2,-999,9,-999,1.08,2
  58GS20130717,   75N,280,1,3,2,20130720,641,75,-12,1680,1498,-0.628,34.918,2,278.5,2,10.92,2,14.27,2,0.03,2,1.04,2,2166,2,2303.3,2,-999,9,-999,1.01,2
  58GS20130717,   75N,280,1,4,2,20130720,641,75,-12,1680,998,-0.361,34.918,2,296.8,2,7.52,2,13.06,2,0.04,2,0.98,2,2169.9,2,2313.3,3,-999,9,-999,0.86,2
  58GS20130717,   75N,280,1,5,2,20130720,641,75,-12,1680,798,-0.03,34.938,2,300.5,2,6.72,2,12.59,2,0.02,2,0.94,2,2169,2,2299.6,2,-999,9,-999,0.83,2
  58GS20130717,   75N,280,1,6,2,20130720,641,75,-12,1680,498,0.244,-999,9,-999,9,6.79,2,12.54,2,0.04,2,0.93,2,-999,9,-999,9,-999,9,-999,-999,2
  58GS20130717,   75N,280,1,7,2,20130720,641,75,-12,1680,298,0.905,34.963,2,292.4,2,6.15,2,11.84,2,0.14,2,0.9,2,2158.8,2,2302.4,2,-999,9,-999,0.73,2
  58GS20130717,   75N,280,1,8,2,20130720,641,75,-12,1680,98,1.278,-999,9,-999,9,4.85,2,6.56,2,0.12,2,0.71,2,-999,9,-999,9,-999,9,-999,-999,2
  58GS20130717,   75N,280,1,9,2,20130720,641,75,-12,1680,48,0.447,34.264,2,337,2,4.44,2,4.82,2,0.08,2,0.61,2,2125.8,2,2289.6,2,-999,9,-999,1.13,2
  58GS20130717,   75N,280,1,10,2,20130720,641,75,-12,1680,28,0.377,33.714,2,389.8,2,4.11,2,2.96,2,0.06,2,0.5,2,2101.6,2,2275.4,2,-999,9,-999,1.28,2
  58GS20130717,   75N,280,1,11,2,20130720,641,75,-12,1680,4,1.303,31.109,2,346.4,2,3,2,0.06,2,0.01,2,0.25,2,2007.3,2,-999,9,-999,9,-999,1.66,2
  58GS20130717,   75N,282,1,1,2,20130720,1112,75,-11,2680,2670,-0.811,34.917,2,273.3,2,13.19,2,14.65,2,0.02,2,1.12,2,2163.2,2,2298.2,2,-51.5,2,1.7,1.13,2
  58GS20130717,   75N,282,1,2,2,20130720,1112,75,-11,2680,2498,-0.786,34.919,2,274.3,2,12.76,2,14.49,2,0.02,2,1.1,2,2163.7,2,2297.8,2,-52.1,2,2.1,1.1,2
  58GS20130717,   75N,282,1,3,2,20130720,1112,75,-11,2680,2488,-0.786,34.919,2,274,2,12.69,2,14.46,2,0.01,2,1.09,2,2164.7,2,2298.4,2,-50.6,2,2,1.09,2
  58GS20130717,   75N,282,1,4,2,20130720,1112,75,-11,2680,1998,-0.79,34.917,2,275.3,2,12.2,2,14.43,2,0.01,2,1.08,2,2165.2,2,2298.4,2,-49.2,2,2,1.04,2
  58GS20130717,   75N,282,1,5,2,20130720,1112,75,-11,2680,1748,-0.753,34.918,2,276,2,11.86,2,14.33,2,0.05,2,1.07,2,2164,2,2297.9,2,-43.9,2,2.2,1.05,2
  58GS20130717,   75N,282,1,6,2,20130720,1112,75,-11,2680,1198,-0.621,34.914,2,286.3,2,9.58,2,13.5,2,0.01,2,1.01,2,2163.4,2,2299.1,2,-19.9,2,2.1,0.99,2
  58GS20130717,   75N,282,1,7,2,20130720,1112,75,-11,2680,848,-0.506,34.913,2,291.3,2,8.47,2,13.12,2,0.01,2,0.98,2,2161,2,2296.4,2,-5.1,2,1.9,0.91,2
  58GS20130717,   75N,282,1,8,2,20130720,1112,75,-11,2680,548,-0.241,34.925,2,294.9,2,7.54,2,12.5,2,0.03,2,0.93,2,2170,2,2298.3,2,14.6,2,1.8,0.75,2
  58GS20130717,   75N,283,1,1,2,20130720,1344,75,-11,1752,550,-0.147,34.932,2,297.8,2,7.07,2,12.91,2,0.02,2,0.97,2,2170.4,2,2298.4,2,18.7,6,1.5,0.81,2
  58GS20130717,   75N,283,1,3,2,20130720,1344,75,-11,1752,448,-0.13,34.928,2,295.2,2,7.23,2,12.99,2,0.03,2,0.97,2,2168.8,2,2299.6,2,10,2,1.9,0.8,2
  58GS20130717,   75N,283,1,4,2,20130720,1344,75,-11,1752,348,0.066,34.936,2,296.6,2,6.7,2,12.62,2,0.02,2,0.93,2,2168.4,2,2297.7,2,16.3,2,1.9,0.8,2
  58GS20130717,   75N,283,1,5,2,20130720,1344,75,-11,1752,248,0.289,34.943,2,299.4,2,6.22,2,11.97,2,0.1,2,0.91,2,2168.5,2,2302,2,19.2,2,1.8,0.82,2
  58GS20130717,   75N,283,1,6,2,20130720,1344,75,-11,1752,173,0.749,34.967,2,295.7,2,6.1,2,12.05,2,0.17,2,0.91,2,2161.7,2,2302.4,2,7.6,3,2.3,0.76,2
  58GS20130717,   75N,283,1,7,2,20130720,1344,75,-11,1752,98,0.863,34.954,2,294.2,2,5.96,2,11.44,2,0.22,2,0.89,2,2163.6,2,2301.7,2,24,2,2.3,0.73,2
  58GS20130717,   75N,283,1,8,2,20130720,1344,75,-11,1752,73,1.218,34.957,2,295.6,2,5.52,2,10.4,2,0.23,2,0.86,2,2163.9,2,2302.9,2,21.6,2,2.3,0.78,2
  58GS20130717,   75N,283,1,9,2,20130720,1344,75,-11,1752,48,1.484,34.888,2,302.8,2,5.13,2,9.33,2,0.18,2,0.82,2,2160.7,2,2303.6,2,35.7,2,2.6,0.77,2
  58GS20130717,   75N,283,1,10,2,20130720,1344,75,-11,1752,33,2.143,34.709,2,337.3,2,5.12,2,9.22,2,0.17,2,0.8,2,2160.2,2,2303.4,2,33.1,2,2.2,0.82,2
  58GS20130717,   75N,283,1,11,2,20130720,1344,75,-11,1752,4,3.623,32.456,2,312.5,2,3.28,2,0.07,2,0.01,2,0.21,2,2031,2,2244.8,2,36.9,2,2.1,1.81,2
  58GS20130717,   75N,286,1,1,2,20130720,2109,75,-9.25,3210,3200,-0.768,34.917,2,274.3,2,13.21,2,14.73,2,0.01,2,1.12,2,2163.6,2,2284.6,3,-50.6,2,2.1,1.05,2
  58GS20130717,   75N,286,1,2,2,20130720,2109,75,-9.25,3210,3200,-0.768,34.917,2,275.2,2,13.25,2,14.93,2,0.01,2,1.19,2,2165.4,2,2285.2,3,-48.5,2,2.1,1.07,2
  58GS20130717,   75N,286,1,3,2,20130720,2109,75,-9.25,3210,2997,-0.764,34.918,2,274.9,2,12.8,2,14.51,2,0.01,2,1.11,2,2163.4,2,2284.9,3,-59.7,2,2.2,1.09,2
  58GS20130717,   75N,286,1,4,2,20130720,2109,75,-9.25,3210,2497,-0.755,34.918,2,275.3,2,12.4,2,14.46,2,0.03,2,1.09,2,2159.6,2,2283.6,3,-43.1,2,2.5,1.07,2
  58GS20130717,   75N,286,1,5,2,20130720,2109,75,-9.25,3210,1997,-0.671,34.916,2,278,2,11.23,2,14.07,2,0.01,2,1.06,2,2163.9,2,2282.5,3,-38.1,2,2.4,1.01,2
  58GS20130717,   75N,286,1,6,2,20130720,2109,75,-9.25,3210,1497,-0.604,34.91,2,300.5,2,7.91,2,12.92,2,0.03,2,0.98,2,2166.3,2,2282.8,3,-1.8,2,2.3,0.86,2
  58GS20130717,   75N,286,1,7,2,20130720,2109,75,-9.25,3210,997,-0.512,34.913,2,300.9,2,7.55,2,12.76,2,0.03,2,0.95,2,2169.2,2,2283.6,3,4.4,2,2.3,0.79,2
  58GS20130717,   75N,286,1,8,2,20130720,2109,75,-9.25,3210,797,-0.462,34.914,2,301.1,2,7.37,2,12.48,2,0.03,2,0.93,2,2169.2,2,2282.6,3,8.7,2,2.5,0.82,2
  58GS20130717,   75N,287,1,1,2,20130720,2342,75,-9.25,3040,499,-0.302,34.916,2,275.9,4,6.93,2,12.68,2,0.02,2,0.97,2,2167,2,2283,3,14.2,2,2.2,0.81,2
  58GS20130717,   75N,287,1,2,2,20130720,2342,75,-9.25,3040,499,-0.299,34.917,2,299.5,2,6.91,2,12.65,2,0.02,2,0.97,2,2170.7,2,2284.5,3,14.7,2,3,-999,2
  58GS20130717,   75N,287,1,3,2,20130720,2342,75,-9.25,3040,398,-0.111,34.926,2,299.1,2,6.72,2,12.63,2,0.03,2,0.97,2,2167.3,2,2284.9,3,20.6,2,2.8,0.81,2
  58GS20130717,   75N,287,1,4,2,20130720,2342,75,-9.25,3040,198,0.114,34.924,2,299.9,2,6.39,2,12.26,2,0.1,2,0.94,2,2166.7,2,2285.4,3,17.5,2,2.2,0.79,2
  58GS20130717,   75N,287,1,5,2,20130720,2342,75,-9.25,3040,148,0.23,34.928,2,298.8,2,6.24,2,12.07,2,0.18,2,0.93,2,2166.5,2,2284.8,3,34.6,2,3.2,0.82,2
  58GS20130717,   75N,287,1,6,2,20130720,2342,75,-9.25,3040,98,0.37,34.915,2,302.4,2,5.69,2,10.93,2,0.19,2,0.92,2,2166.1,2,2285.8,3,21.6,2,2.5,0.8,2
  58GS20130717,   75N,287,1,7,2,20130720,2342,75,-9.25,3040,73,0.6,34.891,2,298,2,5.19,2,9.73,2,0.14,2,0.89,2,2170,2,2289,3,23.9,2,2.5,0.79,2
  58GS20130717,   75N,287,1,8,2,20130720,2342,75,-9.25,3040,48,1.21,34.79,2,314,2,2.7,2,6.03,2,0.09,2,0.7,2,2142,2,2287,3,44.1,2,2.3,1.08,2
  58GS20130717,   75N,287,1,9,2,20130720,2342,75,-9.25,3040,28,2.204,34.728,2,335.4,2,2.97,2,3.15,2,0.08,2,0.49,2,2124.9,2,2287,3,24.3,2,2.3,1.42,2
  58GS20130717,   75N,287,1,10,2,20130720,2342,75,-9.25,3040,18,3.908,34.59,2,319.6,2,2.61,2,0.33,2,0.03,2,0.28,2,2078,2,2281,3,26.9,2,4,1.95,2
  58GS20130717,   75N,287,1,11,2,20130720,2342,75,-9.25,3040,4,3.813,33.312,2,311.9,2,2.8,2,0.12,2,0.02,2,0.25,2,2072.5,2,2277.4,3,38.8,2,3.1,1.89,2
  58GS20130717,   75N,289,1,1,2,20130721,442,75,-8,3310,3300,-0.759,34.918,2,274.2,2,12.96,2,14.74,2,0.01,2,1.15,2,2164.8,2,2302,2,-999,9,-999,1.14,2
  58GS20130717,   75N,289,1,2,2,20130721,442,75,-8,3310,3300,-999,34.918,2,275.2,2,-999,9,-999,9,-999,2,-999,9,2163,2,2301.3,2,-52.8,2,1.9,-999,2
  58GS20130717,   75N,289,1,3,2,20130721,442,75,-8,3310,2998,-0.754,34.919,2,274.8,2,12.7,2,14.55,2,0.02,2,1.15,2,2162.8,2,2300.4,2,-61.6,2,2.7,1.07,2
  58GS20130717,   75N,289,1,4,2,20130721,442,75,-8,3310,2248,-0.674,34.916,2,277.6,2,11.29,2,14.15,2,0.01,2,1.13,2,2164.4,2,2299.5,2,-41.6,2,1.8,1.11,2
  58GS20130717,   75N,289,1,5,2,20130721,442,75,-8,3310,1998,-0.618,34.912,2,287.2,2,9.46,2,13.55,2,0.01,2,1.08,2,2164.7,2,2298.2,2,-22.2,2,2.2,0.96,2
  58GS20130717,   75N,289,1,6,2,20130721,442,75,-8,3310,1748,-0.593,34.91,2,300.5,2,7.72,2,12.9,2,0.01,2,1.04,2,2167.4,2,2298.2,2,-1.9,2,1.9,0.9,2
  58GS20130717,   75N,289,1,7,2,20130721,442,75,-8,3310,1498,-0.529,34.914,2,306.9,2,6.94,2,12.58,2,0.01,2,1.02,2,2169.2,2,2299.1,2,-999,9,-999,0.88,2
  58GS20130717,   75N,289,1,8,2,20130721,442,75,-8,3310,998,-0.482,34.915,2,306.6,2,6.82,2,12.55,2,0.02,2,1,2,2169.8,2,2298.2,2,21,2,2.1,0.81,2
  58GS20130717,   75N,290,1,1,2,20130721,722,75,-8,3238,697,-0.44,34.915,2,303.5,2,6.73,2,12.67,2,0.02,2,0.97,2,2165.9,2,2297.9,2,4.1,2,3.3,0.84,2
  58GS20130717,   75N,290,1,2,2,20130721,722,75,-8,3238,697,-0.439,34.915,2,303.5,2,6.69,2,12.58,2,0.01,2,0.98,2,2169.1,2,2298.7,2,2.7,2,2.4,0.87,2
  58GS20130717,   75N,290,1,3,2,20130721,722,75,-8,3238,498,-0.222,34.926,2,301.9,2,6.52,2,12.52,2,0.02,2,0.97,2,2169.7,2,2300.1,2,19.2,2,2.7,0.82,2
  58GS20130717,   75N,290,1,4,2,20130721,722,75,-8,3238,348,-0.107,34.924,2,300.8,2,6.46,2,12.45,2,0.04,2,0.96,2,2161.8,2,2300.8,2,8,2,2.4,0.92,2
  58GS20130717,   75N,290,1,5,2,20130721,722,75,-8,3238,248,0.327,34.941,2,300.5,2,6.06,2,11.88,2,0.12,2,0.94,2,2167.4,2,2300.6,2,19.5,2,2.4,0.82,2
  58GS20130717,   75N,290,1,6,2,20130721,722,75,-8,3238,173,0.381,34.932,2,299.2,2,5.87,2,11.54,2,0.2,2,0.92,2,2168.5,2,2301.3,2,33.2,2,2.6,0.85,2
  58GS20130717,   75N,290,1,7,2,20130721,722,75,-8,3238,123,1.04,34.952,2,291.3,2,5.68,2,11.12,2,0.23,2,0.91,2,2166.9,2,2303.5,2,21.9,2,2.4,0.83,2
  58GS20130717,   75N,290,1,8,2,20130721,722,75,-8,3238,88,1.521,34.972,2,285.2,2,5.72,2,11.68,2,0.22,2,0.9,2,2163.8,2,2303.6,2,31.3,2,2.4,0.81,2
  58GS20130717,   75N,290,1,9,2,20130721,722,75,-8,3238,58,1.542,34.942,2,285.1,2,5.74,2,11.28,2,0.25,2,0.89,2,2163.2,2,2304.6,2,31.4,2,2.4,0.77,2
  58GS20130717,   75N,290,1,10,2,20130721,722,75,-8,3238,18,2.897,34.642,2,340.1,2,3.23,2,1.94,2,0.07,2,0.4,2,2125.6,2,2300.2,2,30.7,2,2.8,1.61,2
  58GS20130717,   75N,290,1,11,2,20130721,722,75,-8,3238,4,3.71,33.781,2,307.9,2,3.3,2,1.92,2,0.06,2,0.39,2,2096.6,2,2297.4,2,29.5,2,3.7,1.64,2
  58GS20130717,   75N,292,1,1,2,20130721,1200,75,-7,3418,3391,-0.757,34.918,2,275.4,2,13.34,2,14.65,2,0.01,2,1.09,2,2164.2,2,2301,2,-999,9,-999,1.2,2
  58GS20130717,   75N,292,1,2,2,20130721,1200,75,-7,3418,3391,-999,34.918,2,-999,9,-999,9,-999,9,-999,2,-999,9,2165,2,2300.2,2,-999,9,-999,1.16,2
  58GS20130717,   75N,292,1,3,2,20130721,1200,75,-7,3418,2998,-0.751,34.92,2,275.4,2,12.78,2,14.6,2,0.01,2,1.09,2,2162.9,2,2301.9,2,-999,9,-999,1.12,2
  58GS20130717,   75N,292,1,4,2,20130721,1200,75,-7,3418,2248,-0.688,34.917,2,276.9,2,11.53,2,14.3,2,0.01,2,1.06,2,2159.5,2,2304.1,3,-999,9,-999,1.13,2
  58GS20130717,   75N,292,1,5,2,20130721,1200,75,-7,3418,1998,-0.605,34.917,2,281.6,2,10.56,2,13.96,2,0.03,2,1.05,2,2167,2,2298.5,2,-999,9,-999,1.1,2
  58GS20130717,   75N,292,1,6,2,20130721,1200,75,-7,3418,1748,-0.59,34.91,2,298.6,2,8.02,2,12.99,2,0.01,2,0.97,2,2168.8,2,2298.4,2,-999,9,-999,0.99,2
  58GS20130717,   75N,292,1,7,2,20130721,1200,75,-7,3418,1498,-0.544,34.913,2,303.3,2,7.39,2,12.72,2,0.02,2,0.94,2,2170.8,2,2299.1,2,-999,9,-999,0.96,2
  58GS20130717,   75N,292,1,8,2,20130721,1200,75,-7,3418,998,-0.462,34.916,2,306.8,2,6.89,2,12.23,2,0.02,2,0.91,2,2169.5,2,2299.7,2,-999,9,-999,0.9,2
  58GS20130717,   75N,293,1,1,2,20130721,1424,75,-7,3418,699,-0.161,34.932,2,299.7,2,6.85,2,12.93,2,0.02,2,0.95,2,2169,2,2300,2,-999,9,-999,0.86,2
  58GS20130717,   75N,293,1,2,2,20130721,1424,75,-7,3418,699,-0.158,34.932,2,299.5,2,6.87,2,12.86,2,0.02,2,0.95,2,2168.4,2,2299.1,2,-999,9,-999,0.93,2
  58GS20130717,   75N,293,1,3,2,20130721,1424,75,-7,3418,498,0.024,34.937,2,297.5,2,6.86,2,12.8,2,0.02,2,0.95,2,2169.2,2,2301.7,2,-999,9,-999,0.91,2
  58GS20130717,   75N,293,1,4,2,20130721,1424,75,-7,3418,348,0.261,34.943,2,293.7,2,6.79,2,12.78,2,0.03,2,0.94,2,2167.9,2,2300.2,2,-999,9,-999,0.89,2
  58GS20130717,   75N,293,1,5,2,20130721,1424,75,-7,3418,248,0.444,34.949,2,292,2,6.56,2,12.43,2,0.03,2,0.93,2,2166.2,2,2302.9,2,-999,9,-999,0.93,2
  58GS20130717,   75N,293,1,6,2,20130721,1424,75,-7,3418,173,0.172,34.916,2,303,2,6.02,2,11.5,2,0.22,2,0.89,2,2168.7,2,2299.7,2,-999,9,-999,0.87,2
  58GS20130717,   75N,293,1,7,2,20130721,1424,75,-7,3418,123,0.775,34.924,2,296.7,2,5.53,2,10.68,2,0.19,2,0.89,2,2167.4,2,2301.4,2,-999,9,-999,0.83,2
  58GS20130717,   75N,293,1,8,2,20130721,1424,75,-7,3418,88,1.636,34.952,2,292.4,2,5.42,2,10.19,2,0.25,2,0.85,2,2160.8,2,2304.6,2,-999,9,-999,0.75,2
  58GS20130717,   75N,293,1,9,2,20130721,1424,75,-7,3418,58,1.71,34.918,2,287.3,2,5.53,2,9.48,2,0.26,2,0.93,2,2159.6,2,2302.9,2,-999,9,-999,0.79,2
  58GS20130717,   75N,293,1,10,2,20130721,1424,75,-7,3418,18,3.911,34.436,2,354.1,2,3.12,2,0.86,2,0.05,2,0.31,2,2076.5,2,2287.4,2,-999,9,-999,1.73,2
  58GS20130717,   75N,293,1,11,2,20130721,1424,75,-7,3418,5,4.393,33.44,2,304.3,2,3.29,2,0.07,2,0.01,2,0.19,2,2031.3,2,2233.1,2,-999,9,-999,1.88,2
  58GS20130717,   75N,295,1,1,2,20130721,1906,75,-6,3462,3452,-0.751,34.918,2,274.4,2,13.12,2,15.2,2,0.01,2,1.12,2,2162.2,2,2298.2,2,-57.8,2,2.2,1.1,2
  58GS20130717,   75N,295,1,2,2,20130721,1906,75,-6,3462,2998,-0.749,34.92,2,275,2,12.53,2,15.12,2,0.01,2,1.09,2,2163.4,2,2299.1,2,-59.2,2,2.2,1.13,2
  58GS20130717,   75N,295,1,3,2,20130721,1906,75,-6,3462,2248,-0.69,34.917,2,277.8,2,11.33,2,14.78,2,0.01,2,1.1,2,2163.8,2,2297.7,2,-41.4,2,2.2,1.07,2
  58GS20130717,   75N,295,1,4,2,20130721,1906,75,-6,3462,2003,-0.629,34.915,2,282.7,2,10.17,2,14.34,2,0.01,2,1.04,2,2165.8,2,2297.5,2,-36.1,2,2.8,1.05,2
  58GS20130717,   75N,295,1,5,2,20130721,1906,75,-6,3462,1993,-0.628,34.914,2,282.4,2,10.03,2,14.3,2,0.01,2,1.07,2,2165.9,2,2297.6,2,-20.3,2,2.4,1.12,2
  58GS20130717,   75N,295,1,6,2,20130721,1906,75,-6,3462,1748,-0.578,34.912,2,292.3,2,8.66,2,13.75,2,0.01,2,1.04,2,2165.8,2,2297.8,2,-11.9,2,3.2,0.95,2
  58GS20130717,   75N,295,1,7,2,20130721,1906,75,-6,3462,1498,-0.535,34.913,2,305.5,2,6.94,2,12.97,2,0.01,2,0.97,2,2169.9,2,2296.4,2,16.3,2,2.5,0.91,2
  58GS20130717,   75N,295,1,8,2,20130721,1906,75,-6,3462,998,-0.484,34.915,2,308.3,2,6.69,2,12.58,2,0.03,2,0.96,2,2170,2,2297.3,2,15.9,2,2.4,0.85,2
  58GS20130717,   75N,296,1,1,2,20130721,2146,75,-6,3408,700,-0.392,34.916,2,299.9,2,7.15,2,13.28,2,0.03,2,0.98,2,2169.3,2,2298.4,2,3.1,2,2.4,0.89,2
  58GS20130717,   75N,296,1,2,2,20130721,2146,75,-6,3408,498,-0.116,34.929,2,296.8,2,7.05,2,13.15,2,0.03,2,0.99,2,2167.4,2,2298.8,2,5.3,2,2.4,0.89,2
  58GS20130717,   75N,296,1,3,2,20130721,2146,75,-6,3408,348,0.102,34.935,2,293.1,2,6.83,2,12.95,2,0.01,2,0.97,2,2167.4,2,2300.6,2,13.5,2,2.5,0.92,2
  58GS20130717,   75N,296,1,4,2,20130721,2146,75,-6,3408,243,0.611,34.963,2,298,2,6.15,2,12.39,2,0.12,2,0.92,2,2164,2,2303.2,2,26.3,2,2.5,0.82,2
  58GS20130717,   75N,296,1,5,2,20130721,2146,75,-6,3408,253,0.633,34.963,2,297.8,2,6.05,2,12.34,2,0.15,2,0.94,2,2165.2,2,2300.9,2,11.2,2,2.6,0.9,2
  58GS20130717,   75N,296,1,6,2,20130721,2146,75,-6,3408,173,0.886,34.97,2,293.2,2,6.1,2,12.41,2,0.06,2,0.92,2,2165.8,2,2303.4,2,31.3,2,2.5,0.83,2
  58GS20130717,   75N,296,1,7,2,20130721,2146,75,-6,3408,123,1.056,34.967,2,290.4,2,6.08,2,12.29,2,0.09,2,0.95,2,2163.8,2,2303.2,2,23.1,2,1.7,0.83,2
  58GS20130717,   75N,296,1,8,2,20130721,2146,75,-6,3408,88,1.297,34.976,2,289.7,2,5.99,2,12.12,2,0.1,2,0.92,2,2163.4,2,2301.9,2,26.8,2,1.7,0.83,2
